Lancaster,Original,Porter,Snowball
chernishev,['chernishev'],['chernishev'],['chernishev']
cherry,['cherries'],['cherri'],['cherri']
chic,['chic'],['chic'],['chic']
child,['child'],['child'],['child']
chirp,['chirped'],['chirp'],['chirp']
chivalry,['chivalry'],['chivalri'],['chivalri']
cholelithias,['cholelithiasis'],['cholelithiasi'],['cholelithiasi']
chord,['chords'],['chord'],['chord']
choreograph,['choreographed'],['choreograph'],['choreograph']
chou,['chou'],['chou'],['chou']
chow,['chow'],['chow'],['chow']
christianity,['christianity'],['christian'],['christian']
chromed,['chromed'],['chrome'],['chrome']
chrysanthemums,['chrysanthemums'],['chrysanthemum'],['chrysanthemum']
chum,['chum'],['chum'],['chum']
churchil,['churchills'],['churchil'],['churchil']
cicero,['ciceros'],['cicero'],['cicero']
cig,['cigars'],['cigar'],['cigar']
cimabu,['cimabue'],['cimabu'],['cimabu']
cinemact,['cinemactor'],['cinemactor'],['cinemactor']
circ,"['circled', 'circulated', 'circulating']","['circl', 'circul', 'circul']","['circl', 'circul', 'circul']"
circonscrib,['circonscriptions'],['circonscript'],['circonscript']
circuit,['circuitous'],['circuit'],['circuit']
cit,['citations'],['citat'],['citat']
citro,['citroen'],['citroen'],['citroen']
citywid,['citywide'],['citywid'],['citywid']
civil,['civilizations'],['civil'],['civil']
clad,['clad'],['clad'],['clad']
claim,['claimed'],['claim'],['claim']
clam,['clam'],['clam'],['clam']
clar,['clara'],['clara'],['clara']
clasp,['clasping'],['clasp'],['clasp']
classiest,['classiest'],['classiest'],['classiest']
claudia,['claudias'],['claudia'],['claudia']
claudio,['claudio'],['claudio'],['claudio']
claus,['clauses'],['claus'],['claus']
claw,"['clawed', 'clawing']","['claw', 'claw']","['claw', 'claw']"
cle,['clement'],['clement'],['clement']
cleav,['cleaved'],['cleav'],['cleav']
clergy,['clergy'],['clergi'],['clergi']
clergym,['clergymen'],['clergymen'],['clergymen']
climax,['climax'],['climax'],['climax']
clin,['clinically'],['clinic'],['clinic']
clinch,['clinched'],['clinch'],['clinch']
clip,['clipped'],['clip'],['clip']
cloak,['cloak'],['cloak'],['cloak']
clod,['clod'],['clod'],['clod']
clos,['closeness'],['close'],['close']
closet,['closet'],['closet'],['closet']
clostrid,['clostridium'],['clostridium'],['clostridium']
clotheslin,"['clothesline', 'clotheslines']","['clotheslin', 'clotheslin']","['clotheslin', 'clotheslin']"
clown,['clown'],['clown'],['clown']
clubroom,['clubrooms'],['clubroom'],['clubroom']
cluck,['clucking'],['cluck'],['cluck']
clump,['clump'],['clump'],['clump']
clust,['clustered'],['cluster'],['cluster']
coachwork,['coachwork'],['coachwork'],['coachwork']
coalesc,['coalesce'],['coalesc'],['coalesc']
coconut,['coconuts'],['coconut'],['coconut']
coddl,['coddled'],['coddl'],['coddl']
codedtf,['codedtf'],['codedtf'],['codedtf']
coefficy,['coefficients'],['coeffici'],['coeffici']
coh,"['coherence', 'cohen']","['coher', 'cohen']","['coher', 'cohen']"
coher,['cohesively'],['cohes'],['cohes']
coincid,['coincided'],['coincid'],['coincid']
coll,['collars'],['collar'],['collar']
collaps,['collapsible'],['collaps'],['collaps']
colleagu,['colleagues'],['colleagu'],['colleagu']
collect,['collective'],['collect'],['collect']
colleg,['colleges'],['colleg'],['colleg']
collet,['collett'],['collett'],['collett']
colloid,['colloidal'],['colloid'],['colloid']
colm,['colmer'],['colmer'],['colmer']
colon,"['colonial', 'colonialist']","['coloni', 'colonialist']","['coloni', 'colonialist']"
colorless,['colorless'],['colorless'],['colorless']
columb,['columbus'],['columbu'],['columbus']
columbin,['columbines'],['columbin'],['columbin']
com,"['comedian', 'commentator', 'comments']","['comedian', 'comment', 'comment']","['comedian', 'comment', 'comment']"
comb,['combatant'],['combat'],['combat']
command,['command'],['command'],['command']
commend,['commending'],['commend'],['commend']
commerc,['commerce'],['commerc'],['commerc']
commit,['commitments'],['commit'],['commit']
committeewom,['committeewoman'],['committeewoman'],['committeewoman']
common,"['commoner', 'commonly']","['common', 'commonli']","['common', 'common']"
commun,['communities'],['commun'],['communiti']
communisn,['communisn'],['communisn'],['communisn']
commut,['commutes'],['commut'],['commut']
comp,"['companion', 'companions']","['companion', 'companion']","['companion', 'companion']"
compact,['compacts'],['compact'],['compact']
comparison,['comparisons'],['comparison'],['comparison']
compel,['compel'],['compel'],['compel']
compens,['compensated'],['compens'],['compens']
compl,['complementary'],['complementari'],['complementari']
complain,['complains'],['complain'],['complain']
complex,['complexes'],['complex'],['complex']
comply,"['compliance', 'compliment']","['complianc', 'compliment']","['complianc', 'compliment']"
comport,['comported'],['comport'],['comport']
compr,['comprising'],['compris'],['compris']
comprehend,['comprehension'],['comprehens'],['comprehens']
compress,['compressibility'],['compress'],['compress']
compuls,"['compulsives', 'compulsions']","['compuls', 'compuls']","['compuls', 'compuls']"
con,"['cone', 'con', 'connor']","['cone', 'con', 'connor']","['cone', 'con', 'connor']"
conceiv,['conceptual'],['conceptu'],['conceptu']
concern,['concerned'],['concern'],['concern']
concessionair,['concessionaire'],['concessionair'],['concessionair']
concord,['concorde'],['concord'],['concord']
concur,"['concurred', 'concurrence', 'concurrently']","['concur', 'concurr', 'concurr']","['concur', 'concurr', 'concurr']"
cond,"['conjure', 'conjures']","['conjur', 'conjur']","['conjur', 'conjur']"
condemn,['condemned'],['condemn'],['condemn']
conduc,"['conductors', 'conduct']","['conductor', 'conduct']","['conductor', 'conduct']"
conduit,['conduit'],['conduit'],['conduit']
coney,['coney'],['coney'],['coney']
confess,['confessions'],['confess'],['confess']
confid,['confiding'],['confid'],['confid']
config,"['configuration', 'configurations']","['configur', 'configur']","['configur', 'configur']"
confirm,['confirmation'],['confirm'],['confirm']
conflict,['conflict'],['conflict'],['conflict']
conform,['conforms'],['conform'],['conform']
confound,['confounding'],['confound'],['confound']
confus,['confusion'],['confus'],['confus']
cong,['congealed'],['congeal'],['congeal']
congenit,['congenital'],['congenit'],['congenit']
conjug,['conjugate'],['conjug'],['conjug']
connect,"['connecting', 'connect']","['connect', 'connect']","['connect', 'connect']"
connot,['connotations'],['connot'],['connot']
conqu,"['conquered', 'conquering']","['conquer', 'conquer']","['conquer', 'conquer']"
conquest,['conquests'],['conquest'],['conquest']
cons,['consented'],['consent'],['consent']
conscienty,['conscientious'],['conscienti'],['conscienti']
conscy,['consciousness'],['conscious'],['conscious']
consid,['consideration'],['consider'],['consider']
consist,['consists'],['consist'],['consist']
consolid,['consolidate'],['consolid'],['consolid']
const,"['constables', 'constancy']","['constabl', 'constanc']","['constabl', 'constanc']"
constantino,['constantino'],['constantino'],['constantino']
constitut,['constituted'],['constitut'],['constitut']
constrain,['constrained'],['constrain'],['constrain']
constrict,"['constricted', 'constricting']","['constrict', 'constrict']","['constrict', 'constrict']"
cont,"['concentrated', 'concise', 'conciliate', 'concentration', 'contrivances', 'contrarieties']","['concentr', 'concis', 'concili', 'concentr', 'contriv', 'contrarieti']","['concentr', 'concis', 'concili', 'concentr', 'contriv', 'contrarieti']"
contain,['contains'],['contain'],['contain']
contamin,['contaminate'],['contamin'],['contamin']
contend,['contended'],['contend'],['contend']
context,['context'],['context'],['context']
contin,['continually'],['continu'],['continu']
continu,['continuation'],['continu'],['continu']
continuo,['continuo'],['continuo'],['continuo']
conto,['contours'],['contour'],['contour']
contraceiv,['contraceptive'],['contracept'],['contracept']
contradict,['contradicted'],['contradict'],['contradict']
contralto,['contralto'],['contralto'],['contralto']
contribut,"['contributions', 'contributory']","['contribut', 'contributori']","['contribut', 'contributori']"
contrit,['contrite'],['contrit'],['contrit']
control,['controlled'],['control'],['control']
contud,['contusions'],['contus'],['contus']
conv,['conventions'],['convent'],['convent']
convalesc,['convalescence'],['convalesc'],['convalesc']
convey,"['conveyor', 'conveys']","['conveyor', 'convey']","['conveyor', 'convey']"
convint,['convince'],['convinc'],['convinc']
convuls,['convulsed'],['convuls'],['convuls']
cook,['cooke'],['cook'],['cook']
cooky,['cookie'],['cooki'],['cooki']
cool,['coolnesses'],['cool'],['cool']
coomb,['coombs'],['coomb'],['coomb']
coop,['cooperatives'],['cooper'],['cooper']
coordin,"['coordinating', 'coordinates']","['coordin', 'coordin']","['coordin', 'coordin']"
cop,"['coping', 'copying', 'copy']","['cope', 'copi', 'copi']","['cope', 'copi', 'copi']"
copolym,['copolymers'],['copolym'],['copolym']
copybook,['copybooks'],['copybook'],['copybook']
cor,['core'],['core'],['core']
cord,['cord'],['cord'],['cord']
corduroy,['corduroy'],['corduroy'],['corduroy']
corinth,"['corinthian', 'corinthians']","['corinthian', 'corinthian']","['corinthian', 'corinthian']"
coriolan,['coriolanus'],['coriolanu'],['coriolanus']
cork,"['corked', 'corks']","['cork', 'cork']","['cork', 'cork']"
corn,['corne'],['corn'],['corn']
corneil,['corneilus'],['corneilu'],['corneilus']
corol,['corollaries'],['corollari'],['corollari']
coron,"['coronation', 'coronaries']","['coron', 'coronari']","['coron', 'coronari']"
coronado,['coronado'],['coronado'],['coronado']
corp,"['corporation', 'corp']","['corpor', 'corp']","['corpor', 'corp']"
correct,['correctly'],['correctli'],['correct']
correl,['correlatively'],['correl'],['correl']
cort,['cortically'],['cortic'],['cortic']
costaggin,"['costaggini', 'costagginis']","['costaggini', 'costaggini']","['costaggini', 'costaggini']"
couch,['couches'],['couch'],['couch']
counsel,['counseling'],['counsel'],['counsel']
count,"['counter', 'count']","['counter', 'count']","['counter', 'count']"
counterb,['counterbalancing'],['counterbalanc'],['counterbalanc']
counterfeit,['counterfeit'],['counterfeit'],['counterfeit']
counterpoint,['counterpoint'],['counterpoint'],['counterpoint']
country,['country'],['countri'],['countri']
coup,"['coupe', 'coups']","['coup', 'coup']","['coup', 'coup']"
couperin,['couperin'],['couperin'],['couperin']
coupl,['couplers'],['coupler'],['coupler']
coupon,['coupons'],['coupon'],['coupon']
cour,['courageously'],['courag'],['courag']
court,['courts'],['court'],['court']
cov,"['cove', 'cover']","['cove', 'cover']","['cove', 'cover']"
covet,['covetousness'],['covet'],['covet']
cowhand,['cowhandd'],['cowhandd'],['cowhandd']
cowork,['coworkers'],['cowork'],['cowork']
cowpony,['cowpony'],['cowponi'],['cowponi']
cradl,['cradle'],['cradl'],['cradl']
craft,['crafts'],['craft'],['craft']
craggy,['craggy'],['craggi'],['craggi']
craig,['craigs'],['craig'],['craig']
creak,['creaks'],['creak'],['creak']
cream,"['creamed', 'cream']","['cream', 'cream']","['cream', 'cream']"
cred,['credibly'],['credibl'],['credibl']
credit,['creditable'],['credit'],['credit']
creon,['creon'],['creon'],['creon']
cresc,['crescent'],['crescent'],['crescent']
crest,['crests'],['crest'],['crest']
crim,['crime'],['crime'],['crime']
crimin,['criminals'],['crimin'],['crimin']
cring,['cringed'],['cring'],['cring']
crinkl,['crinkles'],['crinkl'],['crinkl']
cris,['crises'],['crise'],['crise']
crisp,['crisp'],['crisp'],['crisp']
crit,"['critique', 'criticizing']","['critiqu', 'critic']","['critiqu', 'critic']"
croakin,['croakin'],['croakin'],['croakin']
crock,['crocked'],['crock'],['crock']
crook,['crooks'],['crook'],['crook']
croon,"['crooned', 'crooning']","['croon', 'croon']","['croon', 'croon']"
crouch,['crouching'],['crouch'],['crouch']
crown,['crowned'],['crown'],['crown']
crud,['crudity'],['cruditi'],['cruditi']
crudest,['crudest'],['crudest'],['crudest']
cruel,['cruel'],['cruel'],['cruel']
crumbl,['crumbled'],['crumbl'],['crumbl']
crypt,['crypt'],['crypt'],['crypt']
cryst,['crystals'],['crystal'],['crystal']
crystallograph,['crystallographic'],['crystallograph'],['crystallograph']
cub,"['cube', 'cubist']","['cube', 'cubist']","['cube', 'cubist']"
cubbyhol,['cubbyhole'],['cubbyhol'],['cubbyhol']
cudgel,['cudgels'],['cudgel'],['cudgel']
culprit,['culprits'],['culprit'],['culprit']
cult,['cultural'],['cultur'],['cultur']
cum,['cumulative'],['cumul'],['cumul']
cupply,['cupply'],['cuppli'],['cuppli']
cur,['current'],['current'],['current']
curios,['curiosity'],['curios'],['curios']
curs,['cursing'],['curs'],['curs']
curt,['curtis'],['curti'],['curti']
cury,"['curiously', 'cury']","['curious', 'curi']","['curious', 'curi']"
cus,['cusa'],['cusa'],['cusa']
cush,['cushion'],['cushion'],['cushion']
custom,"['customer', 'customary']","['custom', 'customari']","['custom', 'customari']"
cut,"['cute', 'cutting']","['cute', 'cut']","['cute', 'cut']"
cutlass,['cutlass'],['cutlass'],['cutlass']
cutoff,['cutoff'],['cutoff'],['cutoff']
cyc,['cycly'],['cycli'],['cyc']
cyclohexanol,['cyclohexanol'],['cyclohexanol'],['cyclohexanol']
cypress,['cypress'],['cypress'],['cypress']
cyr,['cyrus'],['cyru'],['cyrus']
czarin,['czarina'],['czarina'],['czarina']
czerny,['czerny'],['czerni'],['czerni']
dab,['dabbed'],['dab'],['dab']
dabbl,['dabbled'],['dabbl'],['dabbl']
dad,['dades'],['dade'],['dade']
daddy,['daddys'],['daddi'],['daddi']
daer,['daer'],['daer'],['daer']
dag,['dagers'],['dager'],['dager']
dais,['daises'],['dais'],['dais']
dal,['dale'],['dale'],['dale']
dalloway,['dalloway'],['dalloway'],['dalloway']
dam,"['dame', 'dam']","['dame', 'dam']","['dame', 'dam']"
damp,['dampening'],['dampen'],['dampen']
danbury,['danbury'],['danburi'],['danburi']
dancelik,['dancelike'],['dancelik'],['dancelik']
dangl,['dangling'],['dangl'],['dangl']
daniel,['daniel'],['daniel'],['daniel']
dar,['dared'],['dare'],['dare']
darn,['darn'],['darn'],['darn']
darrow,['darrow'],['darrow'],['darrow']
darw,['darwen'],['darwen'],['darwen']
darwin,['darwinism'],['darwin'],['darwin']
datelin,['datelined'],['datelin'],['datelin']
dawn,['dawning'],['dawn'],['dawn']
day,['day'],['day'],['day']
dealt,['dealt'],['dealt'],['dealt']
dear,['dear'],['dear'],['dear']
dearborn,['dearborn'],['dearborn'],['dearborn']
death,"['deaths', 'deathly']","['death', 'deathli']","['death', 'death']"
deb,"['debatable', 'debs', 'debates']","['debat', 'deb', 'debat']","['debat', 'deb', 'debat']"
debac,['debacle'],['debacl'],['debacl']
debonair,['debonair'],['debonair'],['debonair']
debor,['debora'],['debora'],['debora']
debunk,['debunking'],['debunk'],['debunk']
dec,"['decanted', 'decoration', 'decorator', 'decorators', 'decent']","['decant', 'decor', 'decor', 'decor', 'decent']","['decant', 'decor', 'decor', 'decor', 'decent']"
decay,['decays'],['decay'],['decay']
deceit,"['deceitful', 'deceits']","['deceit', 'deceit']","['deceit', 'deceit']"
decid,"['decisive', 'decisions', 'decisiveness', 'decidedly']","['decis', 'decis', 'decis', 'decidedli']","['decis', 'decis', 'decis', 'decid']"
decim,['decimals'],['decim'],['decim']
decl,['declarative'],['declar'],['declar']
decollet,['decolletage'],['decolletag'],['decolletag']
decr,['decreeing'],['decre'],['decre']
deem,['deem'],['deem'],['deem']
deep,['deeps'],['deep'],['deep']
deepest,['deepest'],['deepest'],['deepest']
deeply,['deeply'],['deepli'],['deepli']
def,"['def', 'defeats', 'deferents']","['def', 'defeat', 'defer']","['def', 'defeat', 'defer']"
defend,"['defended', 'defender']","['defend', 'defend']","['defend', 'defend']"
defer,['deferring'],['defer'],['defer']
deficy,['deficiencies'],['defici'],['defici']
defin,"['defined', 'defines']","['defin', 'defin']","['defin', 'defin']"
deform,"['deformational', 'deformities']","['deform', 'deform']","['deform', 'deform']"
defy,['defiantly'],['defiantli'],['defiant']
dehaviland,['dehaviland'],['dehaviland'],['dehaviland']
dehumid,['dehumidified'],['dehumidifi'],['dehumidifi']
dehydr,['dehydrated'],['dehydr'],['dehydr']
deject,['dejection'],['deject'],['deject']
del,['dell'],['dell'],['dell']
delaw,['delaware'],['delawar'],['delawar']
delict,['delicti'],['delicti'],['delicti']
delinqu,['delinquency'],['delinqu'],['delinqu']
delir,['delirium'],['delirium'],['delirium']
dellarc,['dellarca'],['dellarca'],['dellarca']
dellwood,['dellwood'],['dellwood'],['dellwood']
delud,['deluding'],['delud'],['delud']
delug,['deluged'],['delug'],['delug']
dem,['demeanor'],['demeanor'],['demeanor']
demograph,['demography'],['demographi'],['demographi']
demon,['demons'],['demon'],['demon']
den,['denial'],['denial'],['denial']
denny,['dennys'],['denni'],['denni']
denomin,['denominators'],['denomin'],['denomin']
denot,"['denoted', 'denoting']","['denot', 'denot']","['denot', 'denot']"
denount,['denounces'],['denounc'],['denounc']
densitometry,['densitometry'],['densitometri'],['densitometri']
deploy,['deployment'],['deploy'],['deploy']
depr,"['depriving', 'deprivation']","['depriv', 'depriv']","['depriv', 'depriv']"
deprav,['depraved'],['deprav'],['deprav']
depress,"['depression', 'depresses', 'depressingly']","['depress', 'depress', 'depressingli']","['depress', 'depress', 'depress']"
der,['derivations'],['deriv'],['deriv']
derid,['derision'],['deris'],['deris']
descart,['descartes'],['descart'],['descart']
descend,['descending'],['descend'],['descend']
desegreg,['desegregation'],['desegreg'],['desegreg']
deserv,"['deserved', 'deserves']","['deserv', 'deserv']","['deserv', 'deserv']"
design,['designate'],['design'],['design']
desorb,['desorption'],['desorpt'],['desorpt']
desp,['desperation'],['desper'],['desper']
despot,"['despotism', 'despot']","['despot', 'despot']","['despot', 'despot']"
destroy,['destroyer'],['destroy'],['destroy']
detect,['detect'],['detect'],['detect']
dev,"['devisee', 'devens']","['devise', 'deven']","['devise', 'deven']"
devast,['devastate'],['devast'],['devast']
develop,['developments'],['develop'],['develop']
devo,['devour'],['devour'],['devour']
devot,['devoting'],['devot'],['devot']
devy,['devious'],['deviou'],['devious']
dewdrop,['dewdrops'],['dewdrop'],['dewdrop']
dexedrin,['dexedrine'],['dexedrin'],['dexedrin']
dext,['dexter'],['dexter'],['dexter']
dialect,['dialectic'],['dialect'],['dialect']
dialys,['dialyzed'],['dialyz'],['dialyz']
diamond,['diamonds'],['diamond'],['diamond']
diathermy,['diathermy'],['diathermi'],['diathermi']
dichondr,['dichondra'],['dichondra'],['dichondra']
dict,"['diction', 'dictionarys', 'dictionary']","['diction', 'dictionari', 'dictionari']","['diction', 'dictionari', 'dictionari']"
did,['didi'],['didi'],['didi']
diego,['diego'],['diego'],['diego']
dienbienphu,['dienbienphu'],['dienbienphu'],['dienbienphu']
difficul,['difficulties'],['difficulti'],['difficulti']
diffrunt,['diffrunce'],['diffrunc'],['diffrunc']
digest,['digest'],['digest'],['digest']
dim,['dimly'],['dimli'],['dim']
dimin,['diminishing'],['diminish'],['diminish']
din,"['dine', 'dinner']","['dine', 'dinner']","['dine', 'dinner']"
dineen,['dineen'],['dineen'],['dineen']
dinosa,['dinosaur'],['dinosaur'],['dinosaur']
dip,['dipper'],['dipper'],['dipper']
direct,"['directives', 'directors']","['direct', 'director']","['direct', 'director']"
dirg,['dirge'],['dirg'],['dirg']
disappear,['disappeared'],['disappear'],['disappear']
disappoint,['disappointing'],['disappoint'],['disappoint']
disarma,['disarmament'],['disarma'],['disarma']
disbeliev,['disbelieving'],['disbeliev'],['disbeliev']
disc,['disc'],['disc'],['disc']
discharg,['discharge'],['discharg'],['discharg']
disciplin,['disciplinary'],['disciplinari'],['disciplinari']
disclos,['discloses'],['disclos'],['disclos']
discol,['discolors'],['discolor'],['discolor']
discontinu,['discontinued'],['discontinu'],['discontinu']
discovery,['discoveries'],['discoveri'],['discoveri']
discrep,['discrepancies'],['discrep'],['discrep']
discuss,['discussions'],['discuss'],['discuss']
disgruntl,['disgruntled'],['disgruntl'],['disgruntl']
dishevel,['disheveled'],['dishevel'],['dishevel']
dishwash,['dishwashers'],['dishwash'],['dishwash']
disjoint,['disjointed'],['disjoint'],['disjoint']
dislik,['dislikes'],['dislik'],['dislik']
dismount,['dismounted'],['dismount'],['dismount']
disobedy,['disobedient'],['disobedi'],['disobedi']
disord,['disorderly'],['disorderli'],['disord']
disp,['disparity'],['dispar'],['dispar']
dispatch,['dispatch'],['dispatch'],['dispatch']
dispens,['dispenser'],['dispens'],['dispens']
displac,['displaced'],['displac'],['displac']
display,['displays'],['display'],['display']
disrupt,['disruptive'],['disrupt'],['disrupt']
dissocy,['dissociation'],['dissoci'],['dissoci']
dissolv,['dissolving'],['dissolv'],['dissolv']
distil,['distiller'],['distil'],['distil']
distinct,['distinguishing'],['distinguish'],['distinguish']
distraught,['distraught'],['distraught'],['distraught']
distress,"['distressed', 'distressing']","['distress', 'distress']","['distress', 'distress']"
distribut,['distributors'],['distributor'],['distributor']
district,['districts'],['district'],['district']
distrust,['distrust'],['distrust'],['distrust']
disturb,['disturbances'],['disturb'],['disturb']
disun,['disunion'],['disunion'],['disunion']
ditm,"['ditmar', 'ditmars']","['ditmar', 'ditmar']","['ditmar', 'ditmar']"
div,"['dive', 'dives']","['dive', 'dive']","['dive', 'dive']"
divert,['diversion'],['divers'],['divers']
dixon,['dixon'],['dixon'],['dixon']
djakart,['djakarta'],['djakarta'],['djakarta']
djangolog,['djangology'],['djangolog'],['djangolog']
doaty,['doatys'],['doati'],['doati']
doberm,['doberman'],['doberman'],['doberman']
dobl,['doble'],['dobl'],['dobl']
docksid,['dockside'],['docksid'],['docksid']
doct,['doctored'],['doctor'],['doctor']
doctrin,['doctrine'],['doctrin'],['doctrin']
docu,['documentation'],['document'],['document']
dodg,['dodge'],['dodg'],['dodg']
doe,['doe'],['doe'],['doe']
doff,['doffing'],['dof'],['dof']
dog,['dogs'],['dog'],['dog']
dogwood,['dogwood'],['dogwood'],['dogwood']
dol,"['dole', 'doleful']","['dole', 'dole']","['dole', 'dole']"
dolmabahc,['dolmabahce'],['dolmabahc'],['dolmabahc']
domest,['domesticity'],['domest'],['domest']
domin,"['dominique', 'domination']","['dominiqu', 'domin']","['dominiqu', 'domin']"
don,"['donated', 'donate', 'donating']","['donat', 'donat', 'donat']","['donat', 'donat', 'donat']"
donn,['donna'],['donna'],['donna']
dookiyoon,['dookiyoon'],['dookiyoon'],['dookiyoon']
doorm,['doormen'],['doormen'],['doormen']
dop,['dope'],['dope'],['dope']
dos,"['dosed', 'dose']","['dose', 'dose']","['dose', 'dose']"
doubt,"['doubtingly', 'doubtfully']","['doubtingli', 'doubt']","['doubt', 'doubt']"
dougla,['douglas'],['dougla'],['dougla']
dov,['doves'],['dove'],['dove']
dowel,['dowel'],['dowel'],['dowel']
down,['downers'],['downer'],['downer']
downhil,['downhill'],['downhil'],['downhil']
doz,['dozen'],['dozen'],['dozen']
draft,['draftee'],['drafte'],['drafte']
drag,['dragged'],['drag'],['drag']
dram,"['dramatizing', 'dramatical']","['dramat', 'dramat']","['dramat', 'dramat']"
drap,['drapes'],['drape'],['drape']
draw,['drawer'],['drawer'],['drawer']
dread,['dread'],['dread'],['dread']
dreadnought,['dreadnought'],['dreadnought'],['dreadnought']
dream,['dreaming'],['dream'],['dream']
dreamless,['dreamless'],['dreamless'],['dreamless']
dred,['dred'],['dred'],['dred']
dress,"['dressing', 'dresser', 'dressings']","['dress', 'dresser', 'dress']","['dress', 'dresser', 'dress']"
drift,['drifts'],['drift'],['drift']
dril,['drill'],['drill'],['drill']
drink,['drinks'],['drink'],['drink']
drinkh,['drinkhouse'],['drinkhous'],['drinkhous']
dron,['drones'],['drone'],['drone']
dross,['dross'],['dross'],['dross']
drudgery,['drudgery'],['drudgeri'],['drudgeri']
druid,['druid'],['druid'],['druid']
drum,['drummer'],['drummer'],['drummer']
drunk,['drunks'],['drunk'],['drunk']
druth,['druther'],['druther'],['druther']
duck,['ducks'],['duck'],['duck']
duel,['duel'],['duel'],['duel']
dumbbel,['dumbbell'],['dumbbel'],['dumbbel']
dun,"['dun', 'dunns']","['dun', 'dunn']","['dun', 'dunn']"
dunlop,['dunlop'],['dunlop'],['dunlop']
duplex,['duplex'],['duplex'],['duplex']
duqu,['duque'],['duqu'],['duqu']
dur,['durante'],['durant'],['durant']
duroch,['durocher'],['duroch'],['duroch']
duty,"['duties', 'dutifully']","['duti', 'duti']","['duti', 'duti']"
dwarf,['dwarfed'],['dwarf'],['dwarf']
dwel,['dwelling'],['dwell'],['dwell']
dwindl,['dwindled'],['dwindl'],['dwindl']
dwy,['dwyers'],['dwyer'],['dwyer']
dying,['dying'],['die'],['die']
dystop,['dystopian'],['dystopian'],['dystopian']
ear,"['earlier', 'earrings']","['earlier', 'ear']","['earlier', 'earring']"
earn,"['earning', 'earnings']","['earn', 'earn']","['earn', 'earn']"
eas,['ease'],['eas'],['eas']
easel,['easel'],['easel'],['easel']
eastern,['easterners'],['eastern'],['eastern']
eastm,['eastman'],['eastman'],['eastman']
ebbet,['ebbetts'],['ebbett'],['ebbett']
eckenfeld,['eckenfelder'],['eckenfeld'],['eckenfeld']
eclog,['eclogue'],['eclogu'],['eclogu']
ed,['edifice'],['edific'],['edific']
edem,['edema'],['edema'],['edema']
edg,['edgar'],['edgar'],['edgar']
edgerton,['edgertons'],['edgerton'],['edgerton']
eel,['eel'],['eel'],['eel']
effac,['effaces'],['effac'],['effac']
effect,"['effectual', 'effect']","['effectu', 'effect']","['effectu', 'effect']"
efficy,['efficient'],['effici'],['effici']
effluv,['effluvium'],['effluvium'],['effluvium']
effy,['effie'],['effi'],['effi']
egalit,['egalitarianism'],['egalitarian'],['egalitarian']
egerton,['egerton'],['egerton'],['egerton']
egregy,['egregiously'],['egregi'],['egregi']
eh,['eh'],['eh'],['eh']
eichman,['eichmanns'],['eichmann'],['eichmann']
eight,['eight'],['eight'],['eight']
ein,"['eine', 'ein']","['ein', 'ein']","['ein', 'ein']"
el,"['elated', 'ellis', 'elements']","['elat', 'elli', 'element']","['elat', 'elli', 'element']"
elab,['elaborated'],['elabor'],['elabor']
elb,['elba'],['elba'],['elba']
eleaz,['eleazar'],['eleazar'],['eleazar']
elec,['elecs'],['elec'],['elec']
elect,['electoral'],['elector'],['elector']
electr,['electra'],['electra'],['electra']
electron,['electrons'],['electron'],['electron']
elev,['eleven'],['eleven'],['eleven']
eleven,['eleventh'],['eleventh'],['eleventh']
elfin,['elfin'],['elfin'],['elfin']
elig,['eligibility'],['elig'],['elig']
ell,['ella'],['ella'],['ella']
ellipsoid,['ellipsoid'],['ellipsoid'],['ellipsoid']
elm,['elm'],['elm'],['elm']
elsin,['elsinore'],['elsinor'],['elsinor']
elucid,['elucidation'],['elucid'],['elucid']
em,"['emanation', 'emory']","['eman', 'emori']","['eman', 'emori']"
emancip,['emancipation'],['emancip'],['emancip']
embassy,['embassies'],['embassi'],['embassi']
embattl,['embattled'],['embattl'],['embattl']
embezzl,"['embezzle', 'embezzlement']","['embezzl', 'embezzl']","['embezzl', 'embezzl']"
embrac,['embraces'],['embrac'],['embrac']
emerg,"['emerged', 'emergent']","['emerg', 'emerg']","['emerg', 'emerg']"
emin,['eminently'],['emin'],['emin']
emiss,['emissary'],['emissari'],['emissari']
emit,['emitting'],['emit'],['emit']
emot,"['emotional', 'emotionally']","['emot', 'emot']","['emot', 'emot']"
emp,['emperor'],['emperor'],['emperor']
employ,['employments'],['employ'],['employ']
enamel,['enamelled'],['enamel'],['enamel']
ench,['enchanting'],['enchant'],['enchant']
enco,['encourages'],['encourag'],['encourag']
encompass,['encompasses'],['encompass'],['encompass']
encyclop,['encyclopedic'],['encycloped'],['encycloped']
end,"['enduring', 'ends']","['endur', 'end']","['endur', 'end']"
endang,['endanger'],['endang'],['endang']
endless,['endless'],['endless'],['endless']
endpoint,['endpoints'],['endpoint'],['endpoint']
enemy,['enemies'],['enemi'],['enemi']
energy,['energies'],['energi'],['energi']
enf,['enfant'],['enfant'],['enfant']
enforc,"['enforced', 'enforceable']","['enforc', 'enforc']","['enforc', 'enforc']"
engin,['engineering'],['engin'],['engin']
engross,['engrossing'],['engross'],['engross']
enh,['enhance'],['enhanc'],['enhanc']
enjoind,['enjoinder'],['enjoind'],['enjoind']
enl,"['enlisted', 'enlists']","['enlist', 'enlist']","['enlist', 'enlist']"
